maxRatio,minTrainLoss,minEvalLoss,modelIndex,slug,freqs,freqs_neurons,non_freqs
1438837.87690832,1.8293402156412708e-7,7.452994283928036e-7,299,2023_07_20_20_29_21_632088,27 6 25 13,8 5 6 5,0
1363700.8453224252,1.8082272611055243e-7,0.000001944074682086989,300,2023_07_20_20_29_21_891188,32 19 1 18,4 7 6 6,1
1457130.2599476222,1.7893543151795105e-7,0.0000017106897245183088,301,2023_07_20_20_29_22_565513,3 4 29,9 8 6,1
1471762.0137739214,1.9885108120874827e-7,0.0007304028084639812,302,2023_07_20_20_29_22_766103,1 31 26 0 16,6 4 5 4 5,0
1407506.7563061237,1.6670028128234688e-7,0.0000017153816052469715,303,2023_07_20_20_29_23_486478,25 2 1 14,5 7 7 5,0
1287697.963637822,1.8212442502088032e-7,0.0000011785515819817722,304,2023_07_20_20_29_24_020169,23 19 16,10 8 6,0
1420926.2693854754,1.695436777796336e-7,0.000002158173188026365,305,2023_07_20_20_29_25_229978,30 1 27 13,6 8 5 5,0
1456734.4406697447,1.7451684464390107e-7,0.0000010978557559279208,306,2023_07_20_20_29_26_280339,22 12 23,9 7 7,1
1573485.1414734465,1.7928787826227922e-7,0.000002174338921100563,307,2023_07_20_20_29_26_299144,3 18 5 21,6 5 6 5,2
1464725.167063849,1.8484118018991167e-7,6.741816688877949e-7,308,2023_07_20_20_29_26_642174,29 24 7,10 7 7,0
1581380.1011114388,1.7629865980128977e-7,0.0000026574031049355674,309,2023_07_20_20_29_26_755479,17 15 16 26,5 5 6 6,2
1387879.1197913846,1.7185820935551349e-7,7.028337074575443e-7,310,2023_07_20_20_29_28_102347,0 12 31,10 8 6,0
1471820.5390779076,2.006811399146253e-7,0.0000015257012749534152,311,2023_07_20_20_29_28_761521,30 13 23,7 11 6,0
1430643.2555912193,1.9451617728283857e-7,0.000003416187145738667,312,2023_07_20_20_29_30_230160,2 19 5 6,8 6 5 5,0
1361909.1301242802,1.7574377959666018e-7,9.246519472959679e-7,313,2023_07_20_20_29_30_533204,22 0 4,8 7 8,1
1492930.6039979337,1.8605138983865355e-7,9.914071408031694e-7,314,2023_07_20_20_29_31_000450,32 1 9,9 10 5,0
1428857.4812791876,1.6774396047086488e-7,0.000004104598882719941,315,2023_07_20_20_29_33_457970,1 17 6 18,7 6 5 6,0
1453038.289544853,1.8878930646199134e-7,0.0000011632875708940885,316,2023_07_20_20_29_34_936277,24 28 19,8 7 7,2
1467833.6031366498,1.774007888119318e-7,5.621512042191431e-7,317,2023_07_20_20_29_36_250635,27 21 25,5 9 7,3
1428968.7643034912,1.7508627121407785e-7,0.000003360920191982585,318,2023_07_20_20_29_36_677204,19 1 30 2,9 5 5 5,0
1482359.4390789515,1.7131741699125484e-7,8.582217569692127e-7,319,2023_07_20_20_29_37_036756,18 13 31,9 8 7,0
1346669.297653354,1.8197456657209458e-7,9.016356202533032e-7,320,2023_07_20_20_29_37_343896,0 26 3,8 6 7,3
1503366.203223557,2.1338569193933883e-7,0.0000013229768873791825,321,2023_07_20_20_29_37_574113,32 17 7,7 7 4,6
1357907.2577741488,1.7212043010173557e-7,8.219135737351674e-7,322,2023_07_20_20_29_37_865696,11 29 21,11 6 7,0
1518574.587724314,1.89477049070933e-7,0.000002671125181987148,323,2023_07_20_20_29_39_030202,24 21 11,6 5 7,6
1404881.7079578969,1.696227475204198e-7,0.0000056302148300619974,324,2023_07_20_20_29_39_038837,9 7 13 12,5 5 5 5,4
1477098.9413055743,1.7615280879732312e-7,0.0000043611941346058166,325,2023_07_20_20_29_39_318289,20 14 11 31,6 5 5 5,3
1499224.0477557867,1.6672206500162972e-7,0.000002884039009842584,326,2023_07_20_20_29_39_479786,21 11 29 30,7 6 5 5,1
1434491.8957894978,1.7432384217261084e-7,0.0000024744796472202067,327,2023_07_20_20_29_39_597886,12 11 2 6,7 5 4 5,3
1486209.6967552647,1.7846508792628035e-7,0.0000011669842959421474,328,2023_07_20_20_29_39_773666,32 17 21,6 7 6,5
1467070.549218997,2.146629930092609e-7,0.000020915638161031698,329,2023_07_20_20_29_39_777810,26 13 3,5 6 5,8
1509891.136454739,1.8692863995093152e-7,0.0000011494149116227138,330,2023_07_20_20_29_40_115220,0 19 12,9 6 6,3
1367518.4195117187,1.8089934590487518e-7,0.0000015737158136455917,331,2023_07_20_20_29_40_446646,14 7 27 10,6 6 6 6,0
1548483.2864467006,2.1623885328151357e-7,0.0000015609277678682969,332,2023_07_20_20_29_42_612977,9 2 15,9 4 6,5
1401941.776338023,1.7761676269702535e-7,9.055376320124471e-7,333,2023_07_20_20_29_47_962635,3 16 30,8 9 7,0
1406992.9629388293,1.7425159297696695e-7,0.0000010892328004443978,334,2023_07_20_20_29_49_546674,19 5 10,8 9 7,0
1445067.1634993267,2.0747064295208885e-7,0.0000027612504169279325,335,2023_07_20_20_29_51_091089,15 14 24,5 7 5,7
1460641.569738928,1.7918703057059157e-7,0.0000012701830153043208,336,2023_07_20_20_29_51_605174,30 21 1,9 8 6,1
1335538.6566643545,1.6843383914960903e-7,0.0000019560375164635266,337,2023_07_20_20_29_51_806399,10 9 28 14,6 5 5 6,2
1395463.2580664651,1.7517826513879846e-7,7.974544085108007e-7,338,2023_07_20_20_29_52_596844,16 10 17,9 8 7,0
1337375.1351411492,1.7261623659383992e-7,0.000002743144203826701,339,2023_07_20_20_29_55_260107,21 0 5 25,6 5 7 6,0
1410420.6679487356,1.7273419105056217e-7,0.0000010844138716036782,340,2023_07_20_20_29_58_227557,20 4 2,6 9 9,0
1420473.0886625592,1.9709775967535364e-7,0.0000017123675474208837,341,2023_07_20_20_29_58_602547,22 9 27,7 9 7,1
1413027.519858161,1.7678427686491352e-7,5.261798062389714e-7,342,2023_07_20_20_30_02_213461,28 26 9,8 10 6,0
1364935.4533409504,1.7187537689038516e-7,7.200651531859908e-7,343,2023_07_20_20_30_02_522837,17 27 15,8 6 9,1
1493850.633229887,1.9413727581872172e-7,0.000001723563539860258,344,2023_07_20_20_30_03_100282,0 20 31,7 9 7,1
1557659.2284891584,1.72992456555223e-7,6.405923396562041e-7,345,2023_07_20_20_30_03_591027,23 1 28,7 11 6,0
1444681.996627933,1.837885585482486e-7,0.0000013253839077716756,346,2023_07_20_20_30_04_993664,20 19 3,6 8 10,0
1472011.5485820638,1.733667426439282e-7,6.926938456771566e-7,347,2023_07_20_20_30_05_116661,13 32 1,8 8 8,0
1386987.2556125235,1.6599471862499883e-7,0.0000051877753155867,348,2023_07_20_20_30_07_823704,27 11 1 30,8 5 5 5,1
1418572.31094348,1.8676775570300265e-7,0.000006793754485743596,349,2023_07_20_20_30_12_111942,27 14 3 9,5 5 5 5,4
1510061.1826451803,1.834740338754036e-7,0.0000242285770626512,350,2023_07_20_20_30_12_822049,29 31 26 17,6 3 8 5,2
1520485.8478359329,1.8985356028556283e-7,0.0000013865542178703802,351,2023_07_20_20_30_17_144150,16 6 17,7 7 10,0
1477819.5691389202,1.966506974492482e-7,0.00000831330697250415,352,2023_07_20_20_30_17_223180,1 30 13,5 5 6,8
1504101.2226179724,1.764948421927433e-7,0.000002168851904620539,353,2023_07_20_20_30_17_768582,23 21 19 30,5 6 6 5,2
1378430.6275595936,1.9345791459469393e-7,0.0000016821882467475207,354,2023_07_20_20_30_18_772653,17 6 16,9 7 7,1
1540845.8607451094,1.9677408312943566e-7,0.000001387305505511057,355,2023_07_20_20_30_18_939300,5 24 28,5 9 10,0
1305836.510867358,1.8213475123138654e-7,6.613418249407555e-7,356,2023_07_20_20_30_19_012240,28 2 23,11 7 6,0
1437976.3907550445,1.8605201089449436e-7,0.000005777586501966946,357,2023_07_20_20_30_19_255211,12 6 24,6 6 8,4
1481177.4731684052,2.19121862006919e-7,0.00011266115117914013,358,2023_07_20_20_30_19_284940,5 30 27 17 26,4 2 6 2 5,5
1448009.297784339,1.9357142211749186e-7,0.000052912426706230826,359,2023_07_20_20_30_19_359445,15 16 27 13,7 4 5 6,2
1518580.5534053762,1.7677293875321918e-7,8.756212521921866e-7,360,2023_07_20_20_30_19_388759,22 16 14,6 8 10,0
1195411.9458658148,1.6999656520231463e-7,0.00000234673226129958,361,2023_07_20_20_30_19_465378,22 11 24 7,6 6 5 6,1
1572519.0244050166,1.874216418553186e-7,0.0000013292257188521033,362,2023_07_20_20_30_20_120422,4 27 8,6 9 7,2
1556035.227603912,2.0864603251715375e-7,0.000004258896337013176,363,2023_07_20_20_30_20_654720,22 16 2,7 7 6,4
1409047.359859965,1.9085662933799487e-7,0.000007825029363891863,364,2023_07_20_20_30_20_946955,31 29 19 22,6 5 5 5,3
1341133.5857452273,1.7949573892811045e-7,9.602250228720978e-7,365,2023_07_20_20_30_21_710861,26 21 23,9 7 5,3
1423754.9605492414,1.8449286753587984e-7,0.0000032849850637766255,366,2023_07_20_20_30_21_757582,5 12 29 32,5 8 6 5,0
1513613.8581071796,1.8492524709227603e-7,0.000002428171032250113,367,2023_07_20_20_30_22_077486,29 6 0 3,5 9 5 5,0
1450421.9571782441,1.7347548707987974e-7,0.0000010616827892969522,368,2023_07_20_20_30_22_225916,18 2 13,10 5 6,3
1454489.1230147972,1.8628902063609906e-7,0.000001128003502818753,369,2023_07_20_20_30_22_549725,1 14 13,8 7 8,1
1552050.999529196,1.7763994060052613e-7,7.747263400192686e-7,370,2023_07_20_20_30_26_686395,22 24 6,8 9 7,0
1419266.0894736275,1.7041907173312478e-7,0.0000030137516595020093,371,2023_07_20_20_30_27_233551,18 20 21 14,6 6 6 5,1
1498771.8298684207,1.8067072007335438e-7,0.0000013449780900837275,372,2023_07_20_20_30_27_757407,29 11 19,6 11 7,0
1535930.8474669422,1.8435498546249924e-7,0.000001718379179260918,373,2023_07_20_20_30_29_663312,22 3 13,8 10 6,0
1432159.8387780287,1.9988825588872682e-7,6.64427108698043e-7,374,2023_07_20_20_30_30_151601,25 14 31,7 10 7,0
1444188.4836290423,2.127885777241851e-7,0.0000015692416841741654,375,2023_07_20_20_30_30_909965,10 27 26,7 5 6,6
1588414.613432174,2.2408146953791668e-7,0.00011013545541700229,376,2023_07_20_20_30_31_142679,2 28 27 29,4 5 5 5,5
1427540.1671069178,2.3599681704360075e-7,0.0003936666165516693,377,2023_07_20_20_30_31_685299,3 15 31 13 8,6 5 2 5 1,5
1444050.83176967,1.6973316403241123e-7,0.0000024552544859279208,378,2023_07_20_20_30_32_961918,26 20 22 11,6 5 5 7,1
1546096.337289287,1.9728041571329963e-7,7.842517051306097e-7,379,2023_07_20_20_30_33_259163,20 14 22,8 10 3,3
1453438.8432878684,1.5973890202148085e-7,0.0000013810665512982239,380,2023_07_20_20_30_34_031641,11 3 8 18,5 6 6 5,2
1444036.2201369267,1.6337231656516423e-7,9.86440013284519e-7,381,2023_07_20_20_30_34_740605,16 12 10 15,5 7 6 6,0
1523971.8432598838,1.8709541824501085e-7,0.0000031499682677011236,382,2023_07_20_20_30_37_045178,13 10 21 17,6 5 5 5,3
1489708.453889134,1.8051532072460608e-7,0.00000103518084135927,383,2023_07_20_20_30_37_747147,17 12 0,6 6 10,2
1427905.4082333255,1.7912622841188787e-7,0.0000011342991435873206,384,2023_07_20_20_30_37_788272,15 5 26,7 9 7,1
1511070.9260147854,1.9728788797722824e-7,0.000002246702647836731,385,2023_07_20_20_30_38_095734,10 23 3,9 5 7,3
1488070.7884108212,1.735030633142075e-7,0.0000017588289264754554,386,2023_07_20_20_30_38_773391,3 28 27,9 8 6,1
1484221.879724691,1.6555018220065432e-7,6.452507604242814e-7,387,2023_07_20_20_30_38_830595,14 16 6,8 7 9,0
1466144.0037916673,2.0881648911836333e-7,0.000001089948218927788,388,2023_07_20_20_30_39_019893,15 26 11,8 8 6,2
1566995.64790804,2.020518244758766e-7,0.00013671643054204518,389,2023_07_20_20_30_39_540429,21 10 29 17 23,5 5 4 4 5,1
1425289.6134596847,1.7209989292462544e-7,6.359969568342237e-7,390,2023_07_20_20_30_39_969244,6 7 12,6 10 8,0
1256160.2406243018,1.7098501754831005e-7,0.0000026933446511886435,391,2023_07_20_20_30_40_007478,0 14 12 21,6 5 7 5,1
1401084.1627733167,1.7569702938382796e-7,0.000005058007604338444,392,2023_07_20_20_30_41_256928,20 19 16 18,5 5 7 5,2
1524011.617001908,1.7613662748279074e-7,0.0000025640030600805385,393,2023_07_20_20_30_41_628483,20 6 8 10,6 5 6 6,1
1444671.9672153383,1.689133724501147e-7,0.0000031698699155342844,394,2023_07_20_20_30_41_713728,9 20 12 5,7 6 5 5,1
1530843.4568312694,1.7691687853822612e-7,8.303194277658307e-7,395,2023_07_20_20_30_41_767572,25 18 26,6 8 7,3
1311583.221745751,1.7140409446267366e-7,7.301362023122597e-7,396,2023_07_20_20_30_42_984425,4 21 25,8 7 9,0
1443920.8867331753,1.861029832222943e-7,0.000006873248609647642,397,2023_07_20_20_30_43_079091,30 19 22 1,5 5 5 5,4
1508154.2344482648,1.7236322517970793e-7,0.0000011107849047442825,398,2023_07_20_20_30_43_573700,20 0 29,9 6 7,2
1440226.7367676059,1.7120881276555223e-7,6.523095290066515e-7,399,2023_07_20_20_30_44_851540,24 8 9,7 8 9,0
1389828.0797552345,1.7973331009765395e-7,0.0000011913491181621283,400,2023_07_20_20_30_46_151368,0 25 5,11 7 5,1
1435272.1540260583,1.6815155742089993e-7,0.000001934633028857636,401,2023_07_20_20_30_48_115605,7 22 10,7 6 10,1
1345413.863785654,1.6565964734229266e-7,0.0000015269404085631896,402,2023_07_20_20_30_48_155233,27 32 22 24,5 7 7 5,0
1423021.7128619235,2.0175122312151016e-7,0.0000010454871651467465,403,2023_07_20_20_30_49_595425,17 20 30,5 12 5,2
1321259.4039230777,1.897292752946056e-7,0.0000012818414315801583,404,2023_07_20_20_30_50_840514,25 10 2,7 10 7,0
1410944.4533749118,1.7117799811898597e-7,0.0000011580818080945753,405,2023_07_20_20_30_50_895527,9 12 1,7 8 9,0
1503102.1871951886,1.8817247974770358e-7,0.0000036156169735660194,406,2023_07_20_20_30_51_415804,9 6 30 17,5 5 6 3,5
1459849.9154994744,1.7717692153510335e-7,8.978038050008224e-7,407,2023_07_20_20_30_51_659665,21 30 1,10 8 6,0
1539722.316450845,1.753290045331286e-7,0.0000015338776160920513,408,2023_07_20_20_30_56_155962,22 31 24 3,5 6 5 5,3
1430235.945156949,1.812241607988429e-7,0.0000020674268399140544,409,2023_07_20_20_30_57_858880,2 19 7 31,8 5 6 4,1
1484698.684956688,1.6930071985542617e-7,0.0000012454248883590819,410,2023_07_20_20_30_59_452049,5 27 11 31,5 7 7 5,0
1450001.1313602678,1.761700132773083e-7,0.00001269379807496037,411,2023_07_20_20_30_59_510731,6 2 14 31,6 9 5 3,1
1326149.3838149512,1.9894452331247112e-7,0.000001072519887131937,412,2023_07_20_20_31_00_094427,13 12 8,8 8 6,2
1215691.4903409227,2.4376248222356356e-7,0.0000021995435732913847,413,2023_07_20_20_31_00_196459,32 28,9 13,2
1521358.542899437,1.800242250097415e-7,0.0000018953357468617802,414,2023_07_20_20_31_00_275017,3 14 5,5 7 6,6
1447254.1618225726,1.9507010390232404e-7,0.0000012687740073564294,415,2023_07_20_20_31_00_613527,28 21 25,10 6 7,1
1380255.3886792928,1.714497924577767e-7,0.0000017817012575403757,416,2023_07_20_20_31_00_764028,10 5 31 19,6 7 6 5,0
1440194.1843152682,1.816142415982197e-7,5.972830536835058e-7,417,2023_07_20_20_31_02_623321,32 19 14,7 7 9,1
1322762.630570374,1.771181284924236e-7,7.984344998146075e-7,418,2023_07_20_20_31_03_650820,8 24 5,6 9 9,0
1492236.468130663,1.817749803182221e-7,0.000004893077232083324,419,2023_07_20_20_31_08_682746,5 0 25,8 10 5,1
1405806.0223561276,1.8510061220740786e-7,0.000002532928376546678,420,2023_07_20_20_31_09_263915,26 28 20 8,6 4 5 5,4
1495849.5644891905,1.7575406699215206e-7,0.000003081389891407079,421,2023_07_20_20_31_09_957811,16 7 29 0,7 5 5 6,1
1426954.8556636823,1.792675614430962e-7,8.899641216298393e-7,422,2023_07_20_20_31_11_351422,26 20 4,7 7 8,2
1325980.0683191658,1.814749030052414e-7,5.954871597343002e-7,423,2023_07_20_20_31_12_296659,7 2 11,8 9 7,0
1284631.365418225,1.728317851260629e-7,0.000002821063876229948,424,2023_07_20_20_31_12_446398,24 22 30 6,6 6 5 6,1
1473839.5325688145,1.852877420500453e-7,7.052918890000947e-7,425,2023_07_20_20_31_13_063526,0 12 19,11 5 8,0
1559594.8343564158,1.961867106130184e-7,0.000002504766678412611,426,2023_07_20_20_31_15_289999,25 22 27,5 7 12,0
1456231.859529199,1.8496202063520012e-7,8.511699892891643e-7,427,2023_07_20_20_31_18_181528,17 5 25,10 7 6,1
1485661.4896450697,2.1852738068056944e-7,0.00026882134097000113,428,2023_07_20_20_31_18_245906,28 18 14 24,6 4 7 4,3
1532587.8088141482,1.9909114956133943e-7,0.0000015712925433432506,429,2023_07_20_20_31_18_605473,27 25 3,8 7 8,1
1378744.6802793946,1.6803342358220993e-7,8.504971061632132e-7,430,2023_07_20_20_31_21_217674,27 21 8,9 8 7,0
1503744.9548205577,2.0739609397523687e-7,0.0000014258524357668188,431,2023_07_20_20_31_21_697384,26 22 30,7 9 7,1
1402777.7850791437,1.7839722813324917e-7,8.09582620931512e-7,432,2023_07_20_20_31_21_697875,7 26 13,8 6 8,2
1323081.9927831518,1.71553790471682e-7,0.0000016150964129597545,433,2023_07_20_20_31_23_338889,18 13 24 11,6 6 6 5,1
1374419.8842618815,1.7498707774060574e-7,0.0000010723098817272566,434,2023_07_20_20_31_23_975884,4 12 18,7 10 6,1
1377916.9816465795,1.7902571079383916e-7,9.459013940023344e-7,435,2023_07_20_20_31_24_498465,26 25 8,8 11 5,0
1467541.9784769707,1.8170954108629575e-7,9.990144169515175e-7,436,2023_07_20_20_31_25_034301,2 13 22,6 11 7,0
1176653.9563824697,1.717005890210924e-7,9.194723749505901e-7,437,2023_07_20_20_31_25_322363,8 18 24,8 10 5,1
1426448.5754347176,1.6876475338794294e-7,5.18418066211947e-7,438,2023_07_20_20_31_27_646474,12 8 6,9 7 8,0
1225873.6521154696,1.716399601486696e-7,7.7357808059789e-7,439,2023_07_20_20_31_28_175172,26 25 18,8 7 9,0
1611399.707058706,1.762663669211377e-7,7.755911796254479e-7,440,2023_07_20_20_31_29_162874,19 22 4,7 8 9,0
1318309.757840489,1.7555606802601055e-7,0.0000028600297320197376,441,2023_07_20_20_31_29_225465,21 31 16 22,7 5 7 5,0
1472292.5623818135,1.7243727611345114e-7,0.000003011562897693686,442,2023_07_20_20_31_33_776819,26 28 20 29,5 4 7 5,3
1570529.7847710643,2.1338802235216907e-7,0.000001736780294848279,443,2023_07_20_20_31_34_259575,15 10 21,10 5 7,2
1439088.0152898694,1.8314444481544022e-7,0.000006109723286242497,444,2023_07_20_20_31_34_812751,19 23 5,5 5 5,9
1471893.9675336266,1.8044343930795752e-7,8.486825783654613e-7,445,2023_07_20_20_31_35_546885,28 10 25,10 9 5,0
1509296.847882341,1.6782520497966564e-7,6.790675826623949e-7,446,2023_07_20_20_31_39_072435,21 23 5,8 9 7,0
1364026.5106550679,1.6866463757634008e-7,8.426702287639118e-7,447,2023_07_20_20_31_41_740034,17 8 13 23,6 3 6 6,3
1385323.1620541287,1.7339939375428326e-7,0.000003599744937047487,448,2023_07_20_20_31_45_106465,19 29 15 18,7 5 5 5,2
1439163.637061506,1.8316858447786856e-7,0.0000035198840989290627,449,2023_07_20_20_33_09_734989,17 20 24 7,6 5 6 6,1